X	Y	Z	X	Y	Z	X	Y	Z
0.155273	-0.0397949	-1.01245	-0.00457764	-0.00567627	0.00811768	-2250.29	3525	449.707
0.155762	-0.0285645	-1.01611	-0.00476074	-0.00592041	0.00604248	-1800.29	3675	749.707
0.153809	-0.0273438	-1.02759	-0.00415039	-0.00531006	0.00817871	-2475.29	3750	374.707
0.151123	-0.0402832	-1.00879	-0.00463867	-0.00561523	0.0067749	-2475.29	3450	824.707
0.150391	-0.0334473	-1.02563	-0.00524902	-0.00476074	0.00744629	-2625.29	3600	674.707
0.158447	-0.032959	-1.02344	-0.00457764	-0.00640869	0.00830078	-2175.29	3300	524.707
0.151123	-0.0373535	-1.02612	-0.00384521	-0.00604248	0.00793457	-2400.29	3825	749.707
0.145996	-0.0314941	-1.02222	-0.00494385	-0.00579834	0.00646973	-2325.29	3300	824.707
0.14917	-0.0383301	-1.0249	-0.00415039	-0.00463867	0.00604248	-2475.29	3750	674.707
0.163086	-0.0310059	-1.01904	-0.00439453	-0.00653076	0.00830078	-2475.29	3600	674.707
0.148193	-0.0319824	-1.02246	-0.00476074	-0.00714111	0.00872803	-2475.29	3450	974.707
0.148438	-0.0305176	-1.02051	-0.00408936	-0.00421143	0.00653076	-2400.29	3675	599.707
0.15625	-0.0263672	-1.0249	-0.00579834	-0.00646973	0.00805664	-2175.29	3600	524.707
0.159424	-0.029541	-1.02783	-0.00500488	-0.00579834	0.00799561	-2100.29	3225	599.707
0.146484	-0.0371094	-1.01245	-0.00402832	-0.00592041	0.00946045	-2325.29	3750	824.707
0.147461	-0.032959	-1.02173	-0.00488281	-0.00531006	0.00762939	-2400.29	3375	749.707
0.154785	-0.0300293	-1.02271	-0.00665283	-0.00396729	0.00769043	-2100.29	3225	299.707
0.151123	-0.0285645	-1.02148	-0.0055542	-0.0065918	0.00738525	-2475.29	3600	524.707
0.144287	-0.0324707	-1.01807	-0.00592041	-0.00714111	0.00842285	-2400.29	3525	749.707
0.156982	-0.0383301	-1.03174	-0.00268555	0.00427246	0.00842285	-2100.29	3675	749.707
0.162598	-0.0356445	-0.999512	-0.00335693	-0.00915527	0.00872803	-2625.29	3750	674.707
0.163818	-0.0339355	-1.01147	-0.00689697	-0.0152588	0.00671387	-2250.29	3825	449.707
0.148682	-0.0349121	-1.02637	-0.00427246	-0.010376	0.00732422	-2250.29	3675	749.707
0.144043	-0.0341797	-1.03296	-0.00396729	-0.0045166	0.00964355	-2400.29	3825	749.707
0.155762	-0.0383301	-1.02246	-0.00421143	-0.0012207	0.00646973	-2775.29	3450	524.707
0.154297	-0.0380859	-1.01758	-0.0043335	-0.00292969	0.00830078	-2550.29	3525	599.707
0.147705	-0.0375977	-1.01294	-0.00476074	-0.00811768	0.00799561	-2025.29	3150	524.707
0.155273	-0.034668	-1.01416	-0.00445557	-0.00750732	0.00799561	-2175.29	3300	524.707
0.155518	-0.0390625	-1.02246	-0.0045166	-0.00494385	0.00610352	-2325.29	3600	524.707
0.149414	-0.0356445	-1.0188	-0.00445557	-0.0057373	0.0067749	-2325.29	3600	374.707
0.147461	-0.0349121	-1.01489	-0.00427246	-0.00500488	0.00842285	-2400.29	3525	299.707
0.155762	-0.0317383	-1.01343	-0.00537109	-0.00585938	0.00878906	-2025.29	3750	974.707
0.150146	-0.0273438	-1.02686	-0.00506592	-0.00701904	0.00854492	-2100.29	3225	299.707
0.153564	-0.0292969	-1.02588	-0.00482178	-0.00567627	0.00769043	-2325.29	3450	824.707
0.146973	-0.0334473	-1.02295	-0.00317383	-0.00421143	0.00799561	-2100.29	3525	449.707
0.15918	-0.0339355	-1.02075	-0.00531006	-0.0055542	0.00756836	-2550.29	3825	599.707
